"Code_geographique","Libelle_geographique","Salaire_net_horaire_moyen_en_2014_euro"
62826,"Le Touquet-Paris-Plage","16,7"
62841,"Vendin-lès-Béthune","13,3"
62842,"Vendin-le-Vieil","12,2"
62846,"Vermelles","12,2"
62848,"Verquin","12,7"
62849,"Verton","12,9"
62861,"Vimy","15,3"
62863,"Violaines","13,2"
62865,"Vitry-en-Artois","13,1"
62893,"Wimereux","14,0"
62894,"Wimille","12,9"
62895,"Wingles","11,9"
62902,"Wizernes","12,1"
62907,"Libercourt","11,9"
63001,"Aigueperse","12,3"
63003,"Ambert","12,8"
63014,"Aubière","13,8"
63019,"Aulnat","11,6"
63022,"Auzat-la-Combelle","11,6"
63026,"Aydat","14,5"
63032,"Beaumont","15,3"
63040,"Billom","12,5"
63042,"Blanzat","14,3"
63050,"Brassac-les-Mines","11,6"
63063,"Cébazat","14,6"
63069,"Le Cendre","13,3"
63070,"Ceyrat","16,5"
63075,"Chamalières","17,0"
63099,"Châteaugay","15,1"
63103,"Châtel-Guyon","14,9"
63113,"Clermont-Ferrand","13,3"
63116,"Combronde","13,0"
63124,"Cournon-d'Auvergne","13,4"
63125,"Courpière","12,2"
63141,"Durtol","16,8"
63148,"Ennezat","14,3"
63164,"Gerzat","12,4"
63178,"Issoire","12,5"
63193,"Lempdes","12,8"
63195,"Lezoux","12,5"
63210,"Maringues","12,8"
63213,"Les Martres-d'Artière","13,5"
63214,"Les Martres-de-Veyre","13,4"
63227,"Mirefleurs","14,4"
63245,"Mozac","15,0"
63254,"Nohanent","16,0"
63262,"Orcet","14,8"
63263,"Orcines","16,0"
63265,"Orléat","14,6"
63272,"Pérignat-lès-Sarliève","17,9"
63276,"Peschadoires","12,9"
63284,"Pont-du-Château","13,7"
63291,"Puy-Guillaume","11,8"
63300,"Riom","13,9"
63302,"La Roche-Blanche","15,7"
63307,"Romagnat","14,6"
63308,"Royat","18,4"
63322,"Saint-Beauzire","14,6"
63327,"Saint-Bonnet-près-Riom","15,0"
63338,"Saint-Éloy-les-Mines","11,1"
63345,"Saint-Genès-Champanelle","16,2"
63349,"Saint-Georges-de-Mons","12,7"
63417,"Sayat","15,5"
63430,"Thiers","11,6"
63453,"Vertaizon","13,4"
63455,"Veyre-Monton","15,9"
63457,"Vic-le-Comte","14,1"
63470,"Volvic","14,2"
64024,"Anglet","13,9"
64035,"Arbonne","15,1"
64038,"Arcangues","15,2"
64061,"Artix","13,1"
64062,"Arudy","12,1"
64065,"Ascain","13,1"
64068,"Asson","13,6"
64100,"Bassussarry","16,9"
64102,"Bayonne","12,4"
64122,"Biarritz","14,4"
64125,"Bidart","14,0"
64129,"Billère","12,9"
64132,"Bizanos","15,1"
64138,"Bordes","13,8"
64140,"Boucau","12,5"
64147,"Briscous","13,3"
64160,"Cambo-les-Bains","12,3"
64189,"Ciboure","12,6"
64191,"Coarraze","13,4"
64213,"Espelette","12,7"
64230,"Gan","14,6"
64237,"Gelos","15,0"
64256,"Hasparren","12,0"
64260,"Hendaye","11,9"
64269,"Idron","18,9"
64279,"Itxassou","12,6"
64284,"Jurançon","13,7"
64304,"Lahonce","13,1"
64335,"Lescar","15,1"
64348,"Lons","14,8"
64371,"Mauléon-Licharre","11,7"
64393,"Monein","14,1"
64399,"Montardon","16,0"
64405,"Morlaàs","15,0"
64407,"Mouguerre","13,7"
64410,"Mourenx","12,4"
64417,"Nay","13,3"
64422,"Oloron-Sainte-Marie","12,1"
64430,"Orthez","12,7"
64445,"Pau","13,8"
64453,"Pontacq","12,6"
64483,"Saint-Jean-de-Luz","12,8"
64495,"Saint-Pée-sur-Nivelle","11,9"
64496,"Saint-Pierre-d'Irube","13,2"
64499,"Salies-de-Béarn","12,3"
64504,"Sare","11,3"
64511,"Sauvagnon","15,5"
64519,"Serres-Castet","14,9"
64540,"Urcuit","13,1"
64545,"Urrugne","12,5"
64546,"Urt","12,7"
64547,"Ustaritz","12,7"
64558,"Villefranque","13,6"
65025,"Argelès-Gazost","12,5"
65047,"Aureilhan","11,9"
65059,"Bagnères-de-Bigorre","11,5"
65062,"Barbazan-Debat","12,5"
65100,"Bordères-sur-l'Échez","11,9"
65226,"Ibos","13,2"
65235,"Juillan","12,6"
65258,"Lannemezan","11,8"
65286,"Lourdes","10,8"
65304,"Maubourguet","11,0"
65331,"Odos","14,7"
65344,"Ossun","12,3"
65417,"Séméac","12,4"
65433,"Soues","11,8"
65440,"Tarbes","11,6"
65460,"Vic-en-Bigorre","11,5"
66002,"Alénya","12,3"
66003,"Amélie-les-Bains-Palalda","10,7"
66008,"Argelès-sur-Mer","11,5"
66009,"Arles-sur-Tech","11,5"
66011,"Bages","11,6"
66012,"Baho","12,8"
66014,"Baixas","12,0"
66016,"Banyuls-sur-Mer","11,5"
66017,"Le Barcarès","11,6"
66021,"Bompas","12,2"
66024,"Le Boulou","11,4"
66028,"Cabestany","13,5"
66037,"Canet-en-Roussillon","12,7"
66038,"Canohès","13,8"
66049,"Céret","11,5"
66050,"Claira","11,9"
66053,"Collioure","12,3"
66059,"Corneilla-del-Vercol","11,6"
66065,"Elne","11,1"
66069,"Espira-de-l'Agly","11,9"
66088,"Ille-sur-Têt","11,1"
66093,"Laroque-des-Albères","12,7"
66094,"Latour-Bas-Elne","11,9"
66106,"Maureillas-las-Illas","12,2"
66108,"Millas","11,4"
66133,"Palau-del-Vidre","12,2"
66136,"Perpignan","11,8"
66140,"Pézilla-la-Rivière","12,1"
66141,"Pia","11,9"
66144,"Pollestres","12,3"
66145,"Ponteilla","12,4"
66148,"Port-Vendres","11,1"
66149,"Prades","11,0"
66164,"Rivesaltes","11,7"
66168,"Saint-André","11,8"
66171,"Saint-Cyprien","12,2"
66172,"Saint-Estève","12,5"
66174,"Saint-Féliu-d'Avall","11,9"
66175,"Saint-Génis-des-Fontaines","11,5"
66176,"Saint-Hippolyte","12,1"
66178,"Saint-Jean-Pla-de-Corts","12,4"
66180,"Saint-Laurent-de-la-Salanque","11,1"
66182,"Sainte-Marie","11,9"
66186,"Saint-Nazaire","12,4"
66189,"Saleilles","13,0"
66190,"Salses-le-Château","11,2"
66195,"Le Soler","12,4"
66196,"Sorède","11,7"
66210,"Thuir","12,0"
66212,"Torreilles","11,7"
66213,"Toulouges","13,3"
66224,"Villelongue-de-la-Salanque","12,2"
66227,"Villeneuve-de-la-Raho","13,7"
67001,"Achenheim","15,8"
67021,"Barr","14,2"
67028,"Benfeld","12,7"
67034,"Berstett","15,6"
67043,"Bischheim","12,2"
67045,"Bischoffsheim","16,7"
67046,"Bischwiller","11,6"
67052,"Boersch","15,2"
67061,"Bouxwiller","12,8"
67066,"La Broque","12,2"
67067,"Brumath","14,3"
67073,"Châtenois","14,3"
67084,"Dambach-la-Ville","14,4"
67089,"Dettwiller","12,8"
67101,"Dorlisheim","14,7"
67106,"Drusenheim","13,4"
67112,"Duttlenheim","14,6"
67115,"Ebersheim","13,4"
67118,"Eckbolsheim","14,2"
67124,"Entzheim","14,3"
67125,"Epfig","13,4"
67130,"Erstein","13,3"
67131,"Eschau","15,7"
67137,"Fegersheim","16,1"
67151,"Gambsheim","13,9"
67152,"Geispolsheim","14,7"
67154,"Gerstheim","14,5"
67156,"Geudertheim","13,6"
67169,"Gries","14,0"
67172,"Griesheim-près-Molsheim","15,6"
67176,"Gundershoffen","12,8"
67180,"Haguenau","13,5"
67194,"Herrlisheim","14,0"
67196,"Hilsenheim","13,5"
67202,"Hochfelden","13,8"
67204,"Hoenheim","12,9"
67205,"Hoerdt","14,6"
67212,"Holtzheim","14,7"
67216,"Huttenheim","13,2"
67218,"Illkirch-Graffenstaden","14,1"
67222,"Ingwiller","12,7"
67226,"Ittenheim","15,1"
67230,"Kaltenhouse","13,5"
67237,"Kilstett","15,1"
67256,"Lampertheim","16,9"
67261,"Lauterbourg","13,3"
67267,"Lingolsheim","13,3"
67268,"Lipsheim","15,8"
67281,"Marckolsheim","13,6"
67282,"Marlenheim","14,4"
67283,"Marmoutier","12,7"
67291,"Mertzwiller","13,2"
67300,"Molsheim","14,0"
67302,"Monswiller","13,0"
67305,"Mothern","11,9"
67309,"Mundolsheim","15,6"
67313,"Mutzig","12,8"
67324,"Niederbronn-les-Bains","13,3"
67339,"Betschdorf","12,5"
67343,"Oberhausbergen","15,6"
67345,"Oberhoffen-sur-Moder","13,5"
67348,"Obernai","14,5"
67350,"Oberschaeffolsheim","16,0"
67356,"Offendorf","15,0"
67365,"Ostwald","13,7"
67372,"Pfaffenhoffen","13,2"
67378,"Plobsheim","15,0"
67388,"Reichshoffen","13,5"
67389,"Reichstett","14,7"
67397,"Rhinau","13,0"
67405,"Roeschwoog","13,8"
67411,"Rosheim","15,4"
67434,"Sarre-Union","12,8"
67437,"Saverne","14,0"
67445,"Scherwiller","14,5"
67447,"Schiltigheim","12,5"
67448,"Schirmeck","12,1"
67449,"Schirrhein","13,6"
67458,"Schweighouse-sur-Moder","13,7"
67462,"Sélestat","12,9"
67463,"Seltz","13,0"
67465,"Sessenheim","13,4"
67471,"Souffelweyersheim","14,8"
67472,"Soufflenheim","12,3"
67474,"Soultz-sous-Forêts","12,8"
67482,"Strasbourg","13,4"
67495,"Truchtersheim","16,7"
67506,"Vendenheim","15,4"
67519,"La Wantzenau","19,1"
67520,"Wasselonne","12,6"
67523,"Weitbruch","13,6"
67529,"Weyersheim","14,1"
67543,"Wisches","12,8"
67544,"Wissembourg","12,6"
67547,"Wittisheim","12,9"
67551,"Wolfisheim","14,7"
68004,"Altkirch","12,5"
68007,"Andolsheim","16,0"
68015,"Baldersheim","15,0"
68021,"Bartenheim","13,1"
68036,"Biesheim","14,3"
68042,"Blotzheim","13,2"
68043,"Bollwiller","12,7"
68056,"Brunstatt","15,4"
68058,"Buhl","12,6"
68062,"Carspach","13,3"
68063,"Cernay","12,6"
68066,"Colmar","13,3"
68068,"Dannemarie","11,6"
68082,"Ensisheim","13,6"
68091,"Fessenheim","16,2"
68112,"Guebwiller","12,1"
68118,"Habsheim","14,0"
68126,"Hégenheim","14,1"
68135,"Hésingue","13,8"
68138,"Hirsingue","11,7"
68141,"Hochstatt","16,0"
68145,"Horbourg-Wihr","14,3"
68149,"Huningue","12,1"
68152,"Illfurth","14,7"
68154,"Illzach","12,3"
68155,"Ingersheim","13,4"
68156,"Issenheim","13,4"
68162,"Kaysersberg","14,0"
68163,"Kembs","14,0"
68166,"Kingersheim","12,5"
68173,"Labaroche","14,8"
68195,"Lutterbach","13,7"
68201,"Masevaux","12,7"
68218,"Morschwiller-le-Bas","14,5"
68224,"Mulhouse","12,1"
68226,"Munster","12,0"
68249,"Orbey","12,9"
68256,"Pfastatt","13,2"
68258,"Pulversheim","13,6"
68269,"Ribeauvillé","13,2"
68270,"Richwiller","13,6"
68271,"Riedisheim","15,2"
68278,"Rixheim","13,6"
68286,"Rosenau","13,3"
68287,"Rouffach","13,4"
68289,"Ruelisheim","14,4"
68292,"Saint-Amarin","12,9"
68294,"Sainte-Croix-aux-Mines","12,4"
68295,"Sainte-Croix-en-Plaine","14,2"
68297,"Saint-Louis","11,9"
68298,"Sainte-Marie-aux-Mines","11,8"
68300,"Sausheim","14,1"
68309,"Sierentz","13,1"
68315,"Soultz-Haut-Rhin","13,0"
68318,"Soultzmatt","14,3"
68321,"Staffelfelden","12,5"
68334,"Thann","13,0"
68338,"Turckheim","14,0"
68343,"Ungersheim","13,6"
68348,"Vieux-Thann","12,5"
68349,"Village-Neuf","14,4"
68352,"Volgelsheim","12,6"
68374,"Wintzenheim","13,6"
68375,"Wittelsheim","12,4"
68376,"Wittenheim","12,3"
68384,"Zillisheim","15,2"
69003,"Albigny-sur-Saône","16,8"
69006,"Amplepuis","11,8"
69007,"Ampuis","14,8"
69009,"Anse","14,8"
69010,"L'Arbresle","14,0"
69013,"Arnas","14,2"
69018,"Beaujeu","12,5"
69019,"Belleville","12,4"
69021,"Bessenay","14,6"
69024,"Le Bois-d'Oingt","15,2"
69027,"Brignais","15,8"
69028,"Brindas","18,2"
69029,"Bron","13,9"
69032,"Bully","14,7"
69033,"Cailloux-sur-Fontaines","19,7"
69034,"Caluire-et-Cuire","17,2"
69040,"Champagne-au-Mont-d'Or","16,7"
69043,"Chaponost","19,5"
69044,"Charbonnières-les-Bains","24,3"
69046,"Charly","21,5"
69049,"Chasselay","19,8"
69050,"Châtillon","17,2"
69052,"Chazay-d'Azergues","18,2"
69063,"Collonges-au-Mont-d'Or","24,6"
69064,"Condrieu","14,4"
69066,"Cours-la-Ville","12,5"
69068,"Couzon-au-Mont-d'Or","15,8"
69069,"Craponne","16,6"
69072,"Dardilly","21,0"
69076,"Dommartin","21,8"
69081,"Écully","20,5"
69086,"Fleurieux-sur-l'Arbresle","17,1"
69087,"Fontaines-Saint-Martin","21,7"
69088,"Fontaines-sur-Saône","15,7"
69089,"Francheville","17,4"
69091,"Givors","11,9"
69092,"Gleizé","14,8"
69094,"Grézieu-la-Varenne","16,5"
69096,"Grigny","12,8"
69100,"Irigny","15,3"
69112,"Lentilly","18,8"
69115,"Limas","15,2"
69116,"Limonest","23,7"
69117,"Lissieu","21,4"
69118,"Loire-sur-Rhône","13,9"
69121,"Lozanne","14,9"
69123,"Lyon","15,9"
69127,"Marcy-l'Étoile","18,0"
69131,"Messimy","15,5"
69133,"Millery","18,7"
69136,"Montagny","16,2"
69140,"Morancé","19,1"
69141,"Mornant","15,6"
69142,"La Mulatière","14,1"
69143,"Neuville-sur-Saône","14,3"
69148,"Orliénas","17,5"
69149,"Oullins","13,8"
69152,"Pierre-Bénite","12,7"
69154,"Pollionnay","16,8"
69156,"Pommiers","19,3"
69157,"Pontcharra-sur-Turdine","12,7"
69163,"Quincieux","15,3"
69171,"Sain-Bel","14,3"
69176,"Soucieu-en-Jarrest","15,6"
69191,"Saint-Cyr-au-Mont-d'Or","28,0"
69194,"Saint-Didier-au-Mont-d'Or","28,8"
69199,"Saint-Fons","11,4"
69202,"Sainte-Foy-lès-Lyon","19,0"
69204,"Saint-Genis-Laval","17,0"
69205,"Saint-Genis-les-Ollières","18,3"
69206,"Saint-Georges-de-Reneins","14,0"
69207,"Saint-Germain-au-Mont-d'Or","16,5"
69208,"Saint-Germain-Nuelles","16,8"
69211,"Saint-Jean-d'Ardières","12,9"
69219,"Saint-Laurent-d'Agny","17,0"
69227,"Saint-Martin-en-Haut","13,5"
69228,"Saint-Maurice-sur-Dargoire","14,4"
69231,"Saint-Pierre-la-Palud","15,4"
69238,"Saint-Symphorien-sur-Coise","11,8"
69241,"Taluyers","15,9"
69243,"Tarare","11,3"
69244,"Tassin-la-Demi-Lune","17,4"
69248,"Thizy-les-Bourgs","11,3"
69249,"Thurins","14,5"
69250,"La Tour-de-Salvagny","19,8"
69255,"Vaugneray","15,9"
69256,"Vaulx-en-Velin","11,4"
69259,"Vénissieux","11,8"
69260,"Vernaison","16,9"
69264,"Villefranche-sur-Saône","12,5"
69266,"Villeurbanne","13,6"
69267,"Villié-Morgon","13,0"
69268,"Vourles","19,8"
69270,"Chaponnay","17,6"
69271,"Chassieu","17,1"
69272,"Communay","17,1"
69273,"Corbas","14,3"
69275,"Décines-Charpieu","13,2"
69276,"Feyzin","13,4"
69277,"Genas","17,7"
69278,"Genay","16,2"
69279,"Jonage","15,7"
69282,"Meyzieu","14,4"
69283,"Mions","14,9"
69284,"Montanay","19,4"
69285,"Pusignan","14,5"
69286,"Rillieux-la-Pape","13,5"
69287,"Saint-Bonnet-de-Mure","16,3"
69288,"Saint-Laurent-de-Mure","15,3"
69289,"Saint-Pierre-de-Chandieu","16,0"
69290,"Saint-Priest","13,2"
69291,"Saint-Symphorien-d'Ozon","14,7"
69292,"Sathonay-Camp","14,2"
69293,"Sathonay-Village","19,7"
69294,"Sérézin-du-Rhône","15,8"
69296,"Solaize","16,5"
69297,"Ternay","16,4"
69298,"Toussieu","16,4"
69299,"Colombier-Saugnieu","14,2"
70026,"Arc-lès-Gray","11,6"
70120,"Champagney","12,8"
70207,"Échenoz-la-Méline","12,8"
70245,"Fougerolles","12,1"
70279,"Gray","11,3"
70285,"Héricourt","12,6"
70310,"Lure","12,2"
70311,"Luxeuil-les-Bains","12,1"
70388,"Noidans-lès-Vesoul","11,8"
70421,"Port-sur-Saône","11,5"
70447,"Rioz","12,8"
70451,"Ronchamp","12,0"
70467,"Saint-Loup-sur-Semouse","10,5"
70473,"Saint-Sauveur","11,4"
70513,"Vaivre-et-Montoille","12,7"
70550,"Vesoul","11,4"
71014,"Autun","11,9"
71040,"Blanzy","12,3"
71047,"Bourbon-Lancy","12,5"
71056,"Branges","11,2"
71059,"Le Breuil","14,0"
71070,"Buxy","13,6"
71073,"Chagny","12,1"
71076,"Chalon-sur-Saône","12,4"
71081,"Champforgeuil","12,8"
71090,"La Chapelle-de-Guinchay","12,6"
71105,"Charnay-lès-Mâcon","14,6"
71106,"Charolles","12,1"
71118,"Châtenoy-le-Royal","13,4"
71120,"Chauffailles","11,8"
71132,"Ciry-le-Noble","12,5"
71137,"Cluny","12,8"
71150,"Crêches-sur-Saône","12,8"
71153,"Le Creusot","13,0"
71154,"Crissey","13,6"
71176,"Digoin","11,5"
71190,"Épinac","11,6"
71215,"Gergy","13,0"
71221,"Givry","17,2"
71230,"Gueugnon","14,3"
71263,"Louhans","11,7"
71270,"Mâcon","12,2"
71306,"Montceau-les-Mines","11,8"
71309,"Montcenis","14,3"
71310,"Montchanin","12,8"
71336,"Ouroux-sur-Saône","12,4"
71342,"Paray-le-Monial","11,7"
71420,"Saint-Germain-du-Plain","13,2"
71445,"Saint-Marcel","12,7"
71475,"Saint-Rémy","13,4"
71486,"Saint-Vallier","12,9"
71499,"Sanvignes-les-Mines","12,2"
71512,"Sennecey-le-Grand","12,0"
71528,"Sornay","11,4"
71540,"Torcy","12,3"
71543,"Tournus","12,4"
71555,"Varennes-le-Grand","13,5"
72003,"Allonnes","11,4"
72008,"Arnage","13,3"
72013,"Aubigné-Racan","11,1"
72024,"La Bazoge","13,9"
72029,"Beaumont-sur-Sarthe","11,8"
72035,"Bessé-sur-Braye","12,5"
72039,"Bonnétable","11,4"
72042,"Bouloire","11,3"
72047,"Brette-les-Pins","13,3"
72051,"Cérans-Foulletourte","12,7"
72054,"Champagné","12,5"
72058,"Changé","15,0"
72065,"La Chapelle-Saint-Aubin","15,1"
72071,"Château-du-Loir","11,2"
72090,"Connerré","11,5"
72095,"Coulaines","12,4"
72124,"Écommoy","12,7"
72132,"La Ferté-Bernard","12,5"
72138,"Fresnay-sur-Sarthe","11,1"
72146,"Guécélard","13,7"
72154,"La Flèche","12,0"
72155,"Laigné-en-Belin","13,0"
72168,"Loué","11,7"
72176,"Le Lude","11,5"
72180,"Mamers","11,4"
72181,"Le Mans","13,5"
72191,"Mayet","11,8"
72198,"La Milesse","13,8"
72200,"Moncé-en-Belin","13,0"
72213,"Mulsanne","13,0"
72217,"Neuville-sur-Sarthe","14,6"
72223,"Noyen-sur-Sarthe","11,7"
72228,"Parcé-sur-Sarthe","12,2"
72231,"Parigné-l'Évêque","13,3"
72241,"Montfort-le-Gesnois","12,3"
72244,"Précigné","12,0"
72253,"Roézé-sur-Sarthe","13,1"
72257,"Rouillon","16,5"
72260,"Ruaudin","14,7"
72264,"Sablé-sur-Sarthe","11,9"
72269,"Saint-Calais","10,9"
72287,"Saint-Gervais-en-Belin","13,8"
72289,"Sainte-Jamme-sur-Sarthe","11,8"
72299,"Saint-Mars-d'Outillé","12,2"
72300,"Saint-Mars-la-Brière","12,4"
72320,"Saint-Saturnin","15,2"
72328,"Sargé-lès-le-Mans","16,8"
72329,"Savigné-l'Évêque","13,5"
72334,"Sillé-le-Guillaume","12,0"
72344,"Spay","13,8"
72346,"La Suze-sur-Sarthe","12,4"
72350,"Teloché","13,0"
72373,"Vibraye","11,8"
72386,"Yvré-l'Évêque","15,9"
73003,"Aigueblanche","13,5"
73006,"Aime","12,9"
73008,"Aix-les-Bains","13,8"
73010,"Albens","13,9"
73011,"Albertville","12,6"
73029,"Barberaz","14,6"
73030,"Barby","13,3"
73031,"Bassens","14,5"
73032,"La Bâthie","13,2"
73034,"Beaufort","12,5"
73043,"La Biolle","14,3"
73051,"Le Bourget-du-Lac","15,6"
73054,"Bourg-Saint-Maurice","12,9"
73055,"Bozel","14,2"
73059,"Brison-Saint-Innocent","18,5"
73064,"Challes-les-Eaux","15,2"
73065,"Chambéry","13,2"
73087,"Cognin","13,1"
73103,"Drumettaz-Clarafond","15,5"
73124,"Gilly-sur-Isère","14,9"
73128,"Grésy-sur-Aix","14,6"
73137,"Jacob-Bellecombette","14,4"
73151,"Les Marches","14,8"
73154,"Mercury","15,6"
73157,"Modane","13,3"
73171,"Montmélian","12,5"
73179,"La Motte-Servolex","14,4"
73181,"Moûtiers","12,7"
73182,"Mouxy","16,4"
73213,"La Ravoire","14,0"
73215,"La Rochette","13,3"
73222,"Saint-Alban-Leysse","14,8"
73225,"Saint-Baldoph","15,4"
73236,"Saint-Genix-sur-Guiers","14,0"
73248,"Saint-Jean-de-Maurienne","13,9"
73257,"Saint-Martin-de-Belleville","14,4"
73261,"Saint-Michel-de-Maurienne","14,0"
73270,"Saint-Pierre-d'Albigny","13,5"
73285,"Séez","13,1"
73296,"Tignes","12,7"
73300,"Tresserve","17,2"
73303,"Ugine","13,3"
73328,"Viviers-du-Lac","15,0"
73330,"Yenne","12,6"
74002,"Alby-sur-Chéran","13,9"
74005,"Allinges","14,1"
74007,"Amancy","14,3"
74008,"Ambilly","12,0"
74010,"Annecy","13,6"
74011,"Annecy-le-Vieux","17,2"
74012,"Annemasse","11,5"
74013,"Anthy-sur-Léman","14,9"
74016,"Archamps","15,9"
74019,"Argonay","15,3"
74024,"Ayse","15,5"
74026,"La Balme-de-Sillingy","14,1"
74031,"Beaumont","13,8"
74040,"Bonne","13,5"
74042,"Bonneville","12,5"
74043,"Bons-en-Chablais","13,0"
74056,"Chamonix-Mont-Blanc","12,8"
74067,"Chavanod","15,0"
74070,"Chens-sur-Léman","12,7"
74081,"Cluses","12,7"
74082,"Collonges-sous-Salève","13,6"
74083,"Combloux","13,8"
74093,"Cran-Gevrier","12,7"
74094,"Cranves-Sales","13,6"
74096,"Cruseilles","13,2"
74104,"Doussard","14,6"
74105,"Douvaine","12,5"
74112,"Épagny","14,9"
74118,"Étrembières","11,7"
74119,"Évian-les-Bains","13,2"
74123,"Faverges","12,9"
74128,"Fillinges","14,4"
74133,"Gaillard","11,7"
74136,"Le Grand-Bornand","12,6"
74137,"Groisy","15,2"
74143,"Les Houches","13,4"
74154,"Lugrin","13,7"
74159,"Magland","13,5"
74164,"Marignier","14,2"
74169,"Marnaz","13,6"
74173,"Megève","14,0"
74180,"Messery","14,0"
74181,"Metz-Tessy","15,3"
74182,"Meythet","12,8"
74183,"Mieussy","13,8"
74185,"Monnetier-Mornex","13,5"
74191,"Morzine","12,3"
74200,"Neuvecelle","15,7"
74208,"Passy","13,9"
74211,"Pers-Jussy","13,7"
74213,"Poisy","15,3"
74217,"Pringy","16,0"
74218,"Publier","14,4"
74220,"Reignier-Ésery","14,1"
74224,"La Roche-sur-Foron","13,6"
74225,"Rumilly","12,7"
74229,"Saint-Cergues","13,4"
74233,"Saint-Félix","13,0"
74236,"Saint-Gervais-les-Bains","12,9"
74241,"Saint-Jeoire","12,3"
74242,"Saint-Jorioz","16,4"
74243,"Saint-Julien-en-Genevois","12,5"
74245,"Saint-Martin-Bellevue","16,8"
74249,"Saint-Paul-en-Chablais","13,9"
74250,"Saint-Pierre-en-Faucigny","13,7"
74256,"Sallanches","13,4"
74258,"Samoëns","12,7"
74263,"Sciez","13,5"
74264,"Scionzier","12,8"
74267,"Sévrier","17,3"
74268,"Seynod","13,9"
74269,"Seyssel","12,5"
74272,"Sillingy","14,1"
74276,"Taninges","13,4"
74278,"Thyez","14,0"
74280,"Thônes","13,1"
74281,"Thonon-les-Bains","12,9"
74282,"Thorens-Glières","14,1"
74288,"Valleiry","12,2"
74293,"Veigy-Foncenex","13,3"
74298,"Vétraz-Monthoux","13,8"
74299,"Veyrier-du-Lac","24,4"
74303,"Villaz","16,4"
74305,"Ville-la-Grand","12,1"
74309,"Viry","12,9"
74311,"Viuz-en-Sallaz","13,6"
"75056","Paris","22,2"
76005,"Amfreville-la-Mi-Voie","13,4"
76026,"Arques-la-Bataille","12,4"
76035,"Aumale","11,5"
76057,"Barentin","12,7"
76095,"Bihorel","17,0"
76101,"Blangy-sur-Bresle","11,9"
76103,"Bonsecours","16,2"
76108,"Bois-Guillaume","20,1"
76114,"Bolbec","12,3"
76116,"Boos","14,8"
76157,"Canteleu","12,0"
76159,"Cany-Barville","14,3"
76164,"Caudebec-en-Caux","14,4"
76165,"Caudebec-lès-Elbeuf","12,3"
76178,"Cléon","12,6"
76192,"Criel-sur-Mer","14,0"
76196,"Criquetot-l'Esneval","14,4"
76212,"Darnétal","12,1"
76216,"Déville-lès-Rouen","12,1"
76217,"Dieppe","12,4"
76219,"Doudeville","13,4"
76222,"Duclair","13,1"
76231,"Elbeuf","11,9"
76235,"Envermeu","12,6"
76238,"Épouville","15,4"
76255,"Eu","13,9"
76258,"Fauville-en-Caux","13,3"
76259,"Fécamp","11,9"
76270,"Fontaine-la-Mallet","19,7"
76276,"Forges-les-Eaux","12,3"
76281,"La Frénaye","15,7"
76296,"Gainneville","15,0"
76302,"Goderville","13,5"
76305,"Gonfreville-l'Orcher","12,5"
76312,"Gournay-en-Bray","12,0"
76319,"Grand-Couronne","12,8"
76322,"Le Grand-Quevilly","12,2"
76329,"Gruchet-le-Valasse","13,3"
76341,"Harfleur","12,9"
76351,"Le Havre","13,5"
76366,"Le Houlme","12,0"
76367,"Houppeville","17,4"
76377,"Isneauville","19,2"
76384,"Lillebonne","13,2"
76391,"La Londe","16,2"
76400,"Luneray","12,8"
76401,"La Mailleraye-sur-Seine","13,4"
76402,"Malaunay","13,7"
76410,"Maromme","11,8"
76429,"Le Mesnil-Esnard","18,1"
76447,"Montivilliers","14,9"
76451,"Mont-Saint-Aignan","17,9"
76452,"Montville","13,5"
76462,"Neufchâtel-en-Bray","11,7"
76464,"La Neuville-Chant-d'Oisel","16,3"
76474,"Notre-Dame-de-Bondeville","13,4"
76475,"Franqueville-Saint-Pierre","17,5"
76476,"Notre-Dame-de-Gravenchon","14,5"
76481,"Octeville-sur-Mer","17,9"
76482,"Offranville","14,4"
76484,"Oissel","12,5"
76495,"Pavilly","12,6"
76497,"Petit-Couronne","12,9"
76498,"Le Petit-Quevilly","11,9"
76517,"Quincampoix","18,0"
76540,"Rouen","14,1"
76552,"Sainte-Adresse","20,5"
76561,"Saint-Aubin-lès-Elbeuf","13,0"
76575,"Saint-Étienne-du-Rouvray","12,3"
76591,"Saint-Jacques-sur-Darnétal","16,6"
76599,"Saint-Léger-du-Bourg-Denis","14,0"
76624,"Saint-Nicolas-d'Aliermont","12,3"
76636,"Saint-Pierre-de-Varengeville","15,0"
76640,"Saint-Pierre-lès-Elbeuf","13,3"
76647,"Saint-Romain-de-Colbosc","14,9"
76648,"Saint-Saëns","12,2"
76655,"Saint-Valery-en-Caux","15,8"
76681,"Sotteville-lès-Rouen","13,1"
76705,"Tourville-la-Rivière","13,5"
76709,"Le Trait","12,7"
76711,"Le Tréport","11,8"
76752,"Yerville","12,5"
76758,"Yvetot","13,1"
77005,"Annet-sur-Marne","17,8"
77014,"Avon","15,6"
77018,"Bailly-Romainvilliers","15,8"
77037,"Bois-le-Roi","22,1"
77040,"Boissise-le-Roi","17,9"
77042,"Boissy-le-Châtel","14,2"
77048,"Bourron-Marlotte","22,1"
77051,"Bray-sur-Seine","12,5"
77053,"Brie-Comte-Robert","15,0"
77055,"Brou-sur-Chantereine","14,5"
77058,"Bussy-Saint-Georges","17,4"
